33.6;3;3.839063609;-71.39483366;-0.0004425048828;132.1681213;5;0.825729;0.809974;-21.6701;4.8;0;112.7;-0.00132792;-0.00352983;-0.00320771;0.111251;0.00900233;0.0285224;100
34.1;3;3.839063587;-71.39483364;-0.0004119873047;132.1681519;5;0.81501;0.815985;-21.6744;4.8;0;112.7;-0.00318436;-0.00939265;-0.00309764;0.496048;-0.137713;0.109215;100
34.6;3;3.839063565;-71.39483363;-0.002349853516;132.166214;5;0.793836;0.842341;-21.6706;4.8;0;112.6;-0.00175943;-0.0108056;-0.00560907;0.0963952;-0.212747;-0.484293;100
35.1;3;3.839063517;-71.39483364;-0.01091003418;132.1576538;5;0.880991;0.913451;-21.6899;4.8;0;112.6;-0.00969761;-0.0164193;-0.0243791;0.30207;0.14958;-0.307632;100
35.6;3;3.839063473;-71.3948337;-0.0380859375;132.1304779;5;0.841639;0.930676;-21.6671;4.8;0;112.6;-0.00242377;-0.019162;-0.0247869;0.00157169;-0.187756;-0.169786;100
36.1;3;3.839063477;-71.39483364;-0.04286193848;132.1257019;5;0.85948;0.962052;-21.6701;4.8;0;112.6;-0.00273757;-3.79958e-05;-0.00339635;-0.0465333;-0.350114;-0.285497;100
36.6;3;3.8390635;-71.39483366;-0.06643676758;132.1021271;5;0.732377;0.294308;-21.6035;4.9;0;112.6;0.0254338;-0.0359015;0.032987;2.51696;-0.036273;-4.46746;100
37.1;3;3.839063724;-71.39483405;0.1162872314;132.2848511;5;0.269033;1.51284;-21.9762;4.7;0;112.6;0.0767867;-0.127719;0.526426;1.0226;0.78248;3.72932;100
37.6;3;3.83906428;-71.39483465;0.3974609375;132.5660248;5;0.855398;2.18899;-21.7556;4.7;0;112.6;0.136349;-0.128662;0.520113;-0.587005;-0.182283;0.679883;100
38.1;3;3.839064724;-71.39483509;0.6509094238;132.8194733;5;1.3502;3.05211;-21.6972;4.7;0;112.6;0.0881963;-0.0969684;0.479467;-0.725401;-2.28548;-0.231194;100
38.6;3;3.83906489;-71.39483523;0.8878936768;133.0564575;5;1.10071;2.93224;-21.746;4.9;0;112.6;0.021794;-0.00744206;0.433344;-1.05898;-0.961369;-0.505145;100
39.1;3;3.839065102;-71.39483521;1.059844971;133.2284088;5;0.739557;1.33538;-21.917;4.9;0;112.6;0.0421051;-0.0242704;0.285477;1.31153;0.850264;-10.79;100
39.7;3;3.839065399;-71.39483548;1.353973389;133.5225372;5;0.962617;2.26244;-21.8913;4.7;0;112.6;0.0634807;-0.0751972;1.08474;0.0948329;-0.867614;-12.7302;98
40.2;3;3.839066082;-71.39483557;1.986312866;134.1548767;5;1.66851;2.61776;-21.8224;4.7;0;112.6;0.0715552;-0.0430506;1.40591;0.38563;-1.51497;-1.08345;98
40.7;3;3.839066265;-71.39483567;2.671600342;134.8727722;5;1.47989;2.58274;-21.5516;4.7;0;112.6;0.0264336;-0.0386229;1.46252;0.416951;-0.372824;-0.403753;98
41.2;3;3.839066203;-71.39483578;3.375595093;135.5441589;5;1.45838;2.77128;-22.0853;4.8;0;112.6;-0.0082407;-0.0307794;1.40038;0.0939477;-0.692948;-1.93934;98
41.7;3;3.839065909;-71.39483593;4.116271973;136.2848358;5;0.788282;2.52766;-21.6434;4.7;0;112.6;-0.012881;-0.035327;1.42268;-0.45606;1.07307;1.16902;98
42.2;3;3.839065587;-71.394836;4.794708252;136.9632721;5;0.870628;2.07164;-21.9498;4.8;0;112.6;0.00186392;-0.0214021;1.32122;0.488236;1.07459;-3.76198;98
42.7;3;3.839065516;-71.39483618;5.461547852;137.6301117;5;1.06604;3.05402;-21.9679;4.7;0;112.6;0.0221929;-0.049691;1.40064;0.237039;-0.16239;0.878009;98
43.2;3;3.839065394;-71.39483651;6.172683716;138.3412476;5;0.575837;3.63775;-21.8029;4.7;0;112.6;0.0173999;-0.0523483;1.39898;-0.239796;0.0840007;1.30426;98
43.7;3;3.839065141;-71.39483676;6.797988892;138.9665527;5;0.186298;3.56163;-21.6635;4.7;0;112.6;0.0231061;-0.0277642;1.24643;-1.14774;1.69281;-2.3708;98
44.2;3;3.83906519;-71.39483681;7.404647827;139.5732117;5;0.712039;3.80843;-21.8455;4.7;0;112.6;0.0401279;-0.00176584;1.32026;-0.15507;0.142659;-0.350491;98
44.7;3;3.839065258;-71.39483686;8.054885864;140.2234497;5;0.802109;3.84391;-21.9952;4.7;0;112.6;0.0316584;0.00181747;1.31872;-0.804261;-0.614993;-1.14167;98
45.2;3;3.839065246;-71.39483676;8.720962524;140.8895264;5;0.768788;3.62977;-21.9767;4.9;0;112.6;0.0279938;0.023091;1.27388;0.11316;0.327289;3.00439;98
45.7;3;3.83906516;-71.39483661;9.287155151;141.455719;5;0.820674;3.59168;-21.6643;4.9;0;112.6;0.00272318;0.0429519;1.11738;0.072166;-0.587186;0.475105;98
46.2;3;3.839064948;-71.3948364;9.825256348;141.9938202;5;0.0887244;3.29938;-21.8452;4.8;0;112.6;0.0016813;0.0423562;1.06737;-0.450165;0.903149;1.85397;98
46.7;3;3.839064995;-71.3948362;10.33120728;142.4997711;5;0.689043;3.02864;-21.9737;4.9;0;112.6;0.0254465;0.0256365;0.970846;0.523585;-0.322855;-1.08289;98
47.2;3;3.839065142;-71.39483603;10.81626892;142.9848328;5;0.823274;3.59232;-22.0962;4.7;0;112.6;0.0276003;0.00944864;1.08681;0.821568;-0.866057;-0.747412;98
47.7;3;3.839065179;-71.39483595;11.31329346;143.5057373;5;0.708323;3.42769;-21.9826;4.9;0;112.6;0.0193102;0.0183365;1.10866;-0.598396;0.107951;-0.95273;98
48.2;3;3.839065156;-71.39483592;11.83636475;144.0049286;5;0.957718;3.35074;-21.9629;4.9;0;112.6;-0.0120544;0.00795546;1.15577;0.231449;-1.25662;1.08702;98
48.7;3;3.839065072;-71.39483582;12.3449707;144.5135345;5;0.561992;2.92394;-21.1693;4.9;0;112.6;-0.0179591;0.0291358;0.961309;0.256361;-0.418464;6.84328;98
49.2;3;3.839064649;-71.39483616;12.63273621;144.8013;5;-0.886595;3.2151;-41.5721;4.7;0;113.7;-0.0515745;-0.0707642;0.264024;-1.5005;1.00116;10.3311;98
49.7;3;3.839064381;-71.39483669;12.67553711;144.844101;5;-2.10469;2.36307;-63.4779;4.9;0;132.8;0.0134937;-0.0305354;0.0757626;-1.42717;1.43838;0.862503;98
50.2;3;3.839064442;-71.39483734;12.71310425;144.8816681;5;5.26804;-3.73371;-65.7087;5;0;145.2;0.131983;-0.288755;0.17404;13.5047;5.19523;-1.31505;98
50.7;3;3.839065425;-71.39484125;12.92385864;145.0924225;5;4.78393;-4.95753;-64.4657;4.7;0;148.3;0.412539;-1.17304;0.17901;10.9279;4.9707;4.91862;98
51.2;3;3.839067274;-71.39484797;12.9092865;145.0778503;5;-1.0533;-0.127298;-63.5869;4.7;0;149.7;0.553683;-1.46514;-0.0549301;-1.6215;1.99486;-2.00633;98
51.7;3;3.839069484;-71.39485479;12.89071655;145.0592804;5;-1.19086;0.519402;-63.7783;4.7;0;150.3;0.588772;-1.3985;0.0590201;-2.60033;0.776443;-1.96128;98
52.2;3;3.839072068;-71.3948617;12.91656494;145.0851288;5;-1.20591;1.01198;-64.0576;4.7;0;150.9;0.612577;-1.35005;0.101163;-3.63003;-0.334617;0.809028;98
52.7;3;3.839075047;-71.39486894;12.93212891;145.1006927;5;-1.25999;2.28173;-63.3676;4.7;0;151.3;0.59859;-1.30358;0.083085;-3.70111;-2.40078;-1.44783;97
53.2;3;3.83907769;-71.39487586;12.95982361;145.1283875;5;-2.72871;2.63002;-63.7542;4.7;0;151.5;0.536027;-1.24366;-0.00131149;-4.48972;-1.17048;-1.24186;97
53.7;3;3.839080418;-71.39488225;12.94528198;145.1138458;5;-2.52489;3.10119;-64.7292;4.7;0;151.8;0.524274;-1.08103;0.0980036;-6.68916;-2.59232;1.29873;97
54.2;3;3.839082963;-71.39488762;12.92938232;145.0979462;5;-0.766028;2.32266;-63.9049;4.9;0;152.1;0.439759;-0.947081;0.0401602;-3.49382;-2.48712;-1.58643;97
54.7;3;3.839085064;-71.39489269;12.91203308;145.0805969;5;-1.04792;1.56633;-63.6491;4.9;0;152.3;0.391698;-0.940127;0.0412306;-2.95398;-0.387247;-0.807963;97
55.2;3;3.839087161;-71.39489756;12.9651947;145.1337585;5;-0.2767;1.4645;-63.4721;4.8;0;152.4;0.390863;-0.914559;0.131612;-1.25419;-1.13472;4.58514;97
55.7;3;3.839088945;-71.39490221;12.97784424;145.1464081;5;0.255819;0.692466;-63.7183;5;0;152.4;0.364304;-0.936934;0.0453556;0.242778;-0.443901;-0.890058;97
56.2;3;3.839090732;-71.39490712;12.86795044;145.0374603;5;0.521327;0.509462;-63.4656;4.9;0;152.5;0.36299;-1.01597;0.00772892;0.843506;0.00880407;-3.24034;97
56.7;3;3.839092427;-71.39491219;12.88694763;145.0555115;5;-0.475832;0.710168;-63.4106;4.7;0;152.5;0.414514;-1.08265;0.144115;0.398382;0.694029;-0.743837;97
57.2;3;3.839094266;-71.39491728;12.91877747;145.0873413;5;-0.102278;1.07006;-64.5916;4.7;0;152.6;0.430588;-1.08504;0.065256;-0.877243;-0.225249;-0.0622278;97
57.7;3;3.839095961;-71.39492224;12.9836731;145.1522369;5;-0.135242;0.374913;-65.7958;4.9;0;152.9;0.425706;-1.07993;0.11105;-0.259602;0.604051;3.90891;97
58.2;3;3.839097445;-71.39492622;13.01795959;145.1865234;5;-8.94209;10.5006;-64.9297;4.7;0;153.1;0.211166;-0.452172;-0.019948;-24.5771;-9.91342;-9.04654;97
58.7;3;3.839097158;-71.39492549;13.19378662;145.3623505;5;-2.40231;2.23281;-63.0389;5;0;153.1;-0.139959;0.392496;0.82331;-3.02412;0.664621;-18.3718;97
